Rain1,Moisture1,X1,Y1,Z1,Rain2,Moisture2,X2,Y2,Z2
0.0,0.0,0.04999999999998295,0.05000000000001137,0.15000000000000568,0.0,0.0,12.150000000000006,5.800000000000011,3.049999999999983
0.0,0.0,0.04999999999998295,0.0,0.15000000000000568,0.0,0.0,12.150000000000006,5.800000000000011,3.049999999999983
0.0,0.0,0.04999999999998295,0.05000000000001137,0.15000000000000568,0.0,0.0,12.150000000000006,5.75,3.049999999999983
0.0,0.0,0.0,0.05000000000001137,0.15000000000000568,0.0,0.0,12.150000000000006,5.699999999999989,3.049999999999983
0.0,0.0,0.0,0.05000000000001137,0.15000000000000568,0.0,0.0,12.150000000000006,5.75,3.0999999999999943
0.0,0.0,0.0,0.05000000000001137,0.15000000000000568,0.0,0.0,12.150000000000006,5.75,3.1499999999999773
0.0,0.0,0.05000000000001137,0.05000000000001137,0.15000000000000568,0.0,0.0,12.150000000000006,5.75,3.1499999999999773
1.3,0.0,0.09999999999999432,0.05000000000001137,0.09999999999999432,0.0,0.0,12.150000000000006,5.699999999999989,3.0999999999999943
3.55,0.0,0.09999999999999432,0.09999999999999432,0.09999999999999432,0.0,0.0,12.150000000000006,5.699999999999989,3.0999999999999943
5.95,0.0,0.15000000000000568,0.15000000000000568,0.09999999999999432,0.0,0.0,12.150000000000006,5.75,3.049999999999983
8.45,0.0,0.20000000000001705,0.20000000000001705,0.05000000000001137,0.0,0.0,12.150000000000006,5.75,3.0
10.1,0.0,0.25,0.20000000000001705,0.05000000000001137,0.0,0.0,16.200000000000003,7.599999999999994,3.8999999999999773
12.6,0.0,0.25,0.25,0.0,0.0,0.0,16.150000000000006,7.599999999999994,3.8999999999999773
15.15,0.0,0.30000000000001137,0.20000000000001705,0.0,0.0,0.0,16.10000000000001,7.650000000000006,3.9499999999999886
17.9,0.0,0.3499999999999943,1.8499999999999943,0.5,0.0,0.0,16.10000000000001,7.650000000000006,4.0
20.7,0.0,0.4000000000000057,1.799999999999983,0.5,0.0,0.0,16.10000000000001,7.650000000000006,4.0
