Rain1,Moisture1,X1,Y1,Z1,Rain2,Moisture2,X2,Y2,Z2
0,197,172,212,152,0,112,105,220,175
0,197,172,212,152,0,112,105,220,174
0,197,172,212,152,0,113,104,220,175
0,197,172,212,152,0,112,104,218,173
0,197,172,212,152,0,112,105,220,174
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,1,112,104,218,174
0,196,172,212,151,0,112,105,220,175
0,196,172,212,152,0,113,105,220,175
0,196,172,212,152,1,112,104,218,173
0,196,172,212,151,0,112,104,219,174
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,105,219,174
0,196,172,212,152,0,112,105,220,175
0,196,172,212,151,1,113,104,219,174
0,196,172,212,152,0,112,104,219,173
0,196,172,212,152,1,112,104,218,174
0,196,172,212,152,1,112,103,218,173
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,104,219,174
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,1,112,104,219,174
0,196,172,212,152,0,112,104,219,173
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,1,112,104,219,174
0,196,172,212,152,0,112,105,220,174
0,196,172,212,152,0,112,105,219,175
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,1,112,104,218,173
0,196,172,212,152,1,112,104,218,173
0,196,172,212,152,0,112,104,218,173
0,196,172,212,152,1,112,104,218,174
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,106,221,176
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,1,112,104,218,174
0,196,172,212,151,0,112,105,219,174
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,111,106,221,176
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,1,112,104,219,174
0,196,172,212,152,0,112,104,218,174
0,196,172,212,152,0,112,104,218,174
0,196,172,212,152,0,112,105,220,175
0,196,172,212,151,0,112,105,220,175
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,104,218,173
0,196,172,212,152,0,112,105,220,174
0,196,172,212,152,0,113,104,219,174
0,196,172,212,152,0,112,104,218,174
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,104,218,174
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,105,219,174
0,196,172,212,152,1,112,104,218,173
0,196,172,212,152,0,112,105,219,174
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,111,106,221,176
0,196,172,212,152,0,112,104,218,173
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,104,219,174
0,196,172,212,152,1,112,104,219,166
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,1,112,104,218,174
0,196,172,212,152,2,112,103,217,172
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,104,218,173
0,196,172,212,152,0,112,105,220,175
0,195,172,212,152,1,112,104,218,174
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,105,219,174
0,196,172,212,152,1,112,104,219,174
0,196,172,212,152,0,112,104,219,174
0,196,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,105,219,174
0,196,172,212,152,0,112,105,219,174
0,196,172,212,152,1,112,104,218,174
0,195,172,212,152,0,111,106,221,176
0,195,172,212,152,0,112,105,220,175
0,196,172,212,152,0,112,105,219,174
0,195,172,212,152,0,112,105,220,174
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,0,112,104,218,174
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,2,112,104,218,173
0,195,172,212,152,0,112,104,219,174
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,1,112,104,219,174
0,195,172,212,152,0,112,104,219,174
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,1,112,104,219,174
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,1,112,104,218,173
0,195,172,212,152,0,112,104,219,174
0,195,172,212,152,0,112,104,218,174
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,0,112,104,219,174
0,195,172,212,152,0,112,105,220,175
0,195,172,212,151,1,112,104,219,174
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,0,112,105,220,175
0,193,132,192,136,0,112,105,220,174
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,1,112,104,219,175
0,195,172,212,152,1,112,104,219,174
0,195,172,212,152,0,112,104,219,174
0,195,172,212,152,0,112,104,218,173
0,195,172,212,152,1,112,104,218,173
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,112,105,219,174
0,195,172,212,152,0,111,106,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,219,174
0,195,172,212,152,1,111,104,219,173
0,195,172,212,152,1,112,104,219,174
0,195,172,212,152,0,112,104,219,174
0,195,172,212,152,0,112,104,218,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,112,104,218,174
0,195,172,212,152,0,112,104,218,174
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,1,112,104,218,173
0,193,132,192,136,0,111,105,220,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,112,105,219,174
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,0,112,105,220,174
0,193,132,192,136,0,112,105,220,175
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,1,112,104,218,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,0,112,104,219,174
0,195,172,212,152,0,112,105,219,174
0,195,172,212,152,0,112,105,219,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,112,105,220,175
0,195,172,212,151,1,111,104,218,173
0,195,172,212,152,1,112,104,219,174
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,1,111,104,219,174
0,195,172,212,152,0,111,105,220,174
0,195,172,212,151,0,112,104,218,174
0,195,172,212,151,0,112,104,219,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,1,112,104,219,174
0,195,172,212,152,0,111,105,220,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,112,105,220,175
0,195,172,212,151,1,111,104,219,174
0,195,172,212,152,0,111,105,219,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,1,111,104,219,174
0,195,172,212,151,1,112,104,218,173
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,151,0,112,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,174
0,195,172,212,152,0,111,106,221,176
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,1,111,104,218,173
0,195,172,212,152,0,111,105,219,174
0,195,172,212,152,1,111,104,218,173
0,195,172,212,152,0,111,105,220,175
0,195,172,212,151,0,111,104,219,174
0,195,172,212,151,1,111,104,219,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,106,221,176
0,195,172,212,152,0,112,105,219,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,1,111,104,218,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,219,174
0,195,172,212,152,0,110,105,221,175
0,195,172,212,152,0,111,104,219,173
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,104,218,173
0,195,172,212,152,0,111,105,219,174
0,195,173,212,151,1,111,105,218,174
0,195,172,212,152,0,111,105,220,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,1,111,104,218,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,219,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,106,221,176
0,193,132,192,136,0,111,104,219,174
0,195,172,212,152,0,111,106,220,175
0,195,172,212,152,0,112,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,1,111,105,219,174
0,195,172,212,151,0,110,106,221,176
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,112,105,219,174
0,195,172,212,152,0,111,105,220,174
0,195,172,212,152,0,111,105,219,175
0,195,172,212,152,0,111,105,220,174
0,195,172,212,151,0,111,105,220,175
0,195,172,212,152,0,112,105,219,174
0,195,172,212,152,0,111,105,219,174
0,195,172,212,152,1,111,104,218,173
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,151,0,112,105,220,175
0,193,132,192,136,1,111,104,218,174
0,195,172,212,152,1,111,104,218,174
0,195,172,212,152,0,111,105,220,174
0,195,172,212,152,0,111,105,219,174
0,195,172,212,151,0,112,105,219,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,110,106,221,175
0,195,172,212,152,0,111,106,220,176
0,195,172,212,151,0,111,105,219,174
0,195,172,212,152,1,111,104,218,175
0,195,172,212,152,0,39,32,200,134
0,195,172,212,152,0,111,105,219,175
0,195,172,212,152,1,112,104,218,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,104,218,173
0,195,172,212,152,0,111,105,220,174
0,195,172,212,152,1,111,104,218,173
0,195,172,212,152,1,111,104,218,173
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,1,111,104,219,174
0,195,172,212,151,1,111,104,219,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,104,218,173
0,195,172,212,152,1,111,105,219,174
0,195,172,212,152,0,111,105,219,174
0,195,172,212,151,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,219,174
0,194,172,212,152,0,111,105,219,175
0,194,172,212,152,2,111,103,217,172
0,195,172,212,152,0,111,105,220,175
0,194,172,212,152,0,39,32,204,135
0,195,172,212,152,0,111,104,218,174
0,195,172,212,152,0,111,105,220,175
0,194,172,212,152,0,111,104,218,173
0,195,172,212,152,0,111,105,219,174
0,192,132,192,136,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,194,172,212,152,0,111,104,218,174
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,152,0,111,105,220,175
0,195,172,212,136,0,111,105,218,174
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,111,105,220,174
0,195,172,212,152,0,111,105,219,175
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,39,32,201,134
0,194,172,212,152,1,111,104,219,174
0,194,172,212,152,0,111,105,219,174
0,194,172,212,151,0,39,32,73,134
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,111,104,219,174
0,194,172,212,152,0,111,105,219,174
0,194,172,212,151,0,111,105,220,175
0,194,172,212,152,1,111,105,219,174
0,194,172,212,152,0,111,105,219,174
0,194,172,212,151,0,111,105,220,175
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,1,111,105,218,174
0,194,172,212,152,0,111,104,219,174
0,194,172,212,152,0,111,104,219,174
0,194,172,212,152,0,111,105,219,174
0,194,172,212,152,0,110,106,221,176
0,194,172,212,152,0,111,105,219,174
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,111,105,219,174
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,1,111,104,219,174
0,194,172,212,152,2,111,103,217,172
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,111,105,219,174
0,194,172,212,152,1,111,105,218,174
0,194,172,212,152,0,110,106,221,176
0,194,172,212,152,0,111,105,219,175
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,111,104,218,174
0,194,172,212,151,0,111,106,219,174
0,194,172,212,152,0,110,106,221,176
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,111,104,219,174
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,110,105,220,175
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,111,105,219,174
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,111,105,220,175
0,194,172,212,151,0,111,105,220,175
0,194,172,212,152,0,111,106,220,175
0,194,172,212,152,1,110,104,219,174
0,194,173,212,152,0,111,104,218,174
0,194,172,212,152,0,110,105,220,175
0,194,172,212,152,0,110,105,220,175
0,194,172,212,151,0,111,105,220,174
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,1,111,105,218,174
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,111,105,220,175
0,194,172,212,151,0,110,105,220,175
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,110,105,220,175
0,194,172,212,152,0,111,105,219,174
0,192,132,192,136,0,111,104,219,174
0,194,172,212,152,0,110,105,220,175
0,194,172,212,152,0,110,105,220,175
0,194,172,212,152,1,111,104,218,173
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,1,103,32,200,132
0,194,172,212,152,0,110,105,220,175
0,194,173,212,152,0,111,104,219,172
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,110,105,220,175
0,194,172,212,152,0,110,105,220,176
0,192,132,192,136,0,110,105,220,175
0,194,172,212,152,0,110,104,218,174
0,194,172,196,136,0,110,105,220,175
0,194,172,212,151,0,110,105,220,175
0,194,172,212,152,0,110,105,219,175
0,194,172,212,152,0,111,105,220,175
0,194,172,212,152,0,110,105,219,174
0,194,172,212,151,1,110,104,218,173
0,194,172,212,152,0,110,105,220,175
0,194,172,212,152,0,110,105,220,175
0,194,172,212,152,1,110,104,219,173
0,194,172,212,152,0,110,104,218,173
0,194,172,212,152,0,110,105,220,174
0,194,172,212,152,0,110,104,218,174
0,194,172,212,151,0,111,105,219,173
0,194,172,212,152,0,111,104,218,172
0,194,172,212,152,0,110,104,219,174
0,194,172,212,152,0,111,105,219,174
0,194,172,212,152,0,111,104,218,174
0,194,172,212,152,0,110,105,220,175
0,194,172,212,152,0,110,104,219,171
0,194,172,213,152,0,110,104,219,172
0,193,172,212,152,1,110,104,218,173
0,193,172,212,152,0,110,105,220,175
0,193,172,212,152,0,110,106,220,175
0,194,172,210,148,0,110,105,220,172
0,193,172,212,152,0,110,105,220,174
0,194,172,212,152,0,110,104,219,174
0,193,172,212,152,2,111,103,217,172
0,193,172,212,152,1,110,104,218,173
0,193,172,212,152,0,110,105,220,174
0,193,172,212,152,0,110,105,220,174
0,193,172,212,152,0,110,105,220,175
0,193,172,212,153,0,110,106,219,174
0,193,172,212,152,0,110,105,220,174
0,193,172,212,152,0,110,105,220,174
0,193,172,212,152,0,111,105,218,174
0,193,172,212,152,0,110,104,218,173
0,193,172,212,152,0,110,105,220,175
0,193,172,212,152,0,110,105,220,175
0,192,132,192,131,0,110,105,220,175
0,193,172,212,152,0,111,105,220,175
0,193,172,212,152,0,38,32,200,134
0,193,172,212,152,0,110,105,219,174
0,193,172,212,152,1,110,104,218,174
0,193,172,212,151,0,110,105,220,175
0,193,172,212,152,0,110,105,219,174
0,193,172,212,152,0,110,105,219,174
0,193,172,212,151,0,110,105,220,174
0,193,172,212,152,0,110,105,220,174
0,193,172,212,152,1,110,105,219,174
0,193,172,212,152,0,110,105,219,174
0,193,172,212,152,1,110,104,218,174
0,193,172,212,152,0,110,104,218,173
0,193,172,213,153,0,110,104,218,173
0,193,172,212,152,0,110,105,220,176
0,193,172,212,152,0,110,105,220,174
0,193,172,212,151,0,110,104,218,173
0,193,172,212,152,0,110,105,220,175
0,193,172,212,152,1,110,104,218,174
0,192,132,192,136,1,110,105,218,174
0,193,172,212,152,1,110,104,218,173
0,193,172,212,151,0,110,105,220,175
0,193,172,212,152,0,110,105,220,175
0,193,172,212,152,0,110,105,220,175
0,193,172,212,152,1,110,104,218,174
0,193,172,212,152,0,110,105,220,175
0,193,172,212,152,0,110,105,220,175
0,193,172,212,152,0,110,106,220,175
0,193,172,212,152,0,110,106,220,175
0,193,172,212,152,0,110,105,220,175
0,193,172,212,152,0,110,105,220,175
0,193,172,212,152,0,110,105,218,175
0,193,172,212,152,0,110,105,219,175
0,193,172,212,151,0,110,105,220,175
0,193,172,212,152,0,110,105,220,175
0,193,172,212,152,0,110,106,220,175
0,193,172,212,151,0,110,105,219,174
0,193,172,212,152,1,111,104,219,174
0,193,172,212,152,0,110,106,220,175
0,193,172,212,151,0,110,105,220,175
0,193,172,212,152,0,110,105,220,175
0,193,172,212,152,0,110,105,219,174
0,193,172,212,152,0,110,106,220,175
0,193,172,212,152,0,110,105,220,174
0,193,172,212,151,0,110,105,218,174
0,193,172,212,152,0,110,105,218,174
0,192,132,192,136,1,110,104,218,173
0,193,172,212,152,0,110,106,220,175
0,193,172,212,152,0,110,105,219,174
0,193,172,212,152,0,110,105,220,175
0,193,172,212,152,0,110,104,219,174
0,192,132,192,136,2,110,104,218,173
0,193,172,212,152,0,110,105,219,174
0,193,172,212,152,1,111,104,217,173
0,193,172,212,152,0,38,32,204,135
0,193,172,212,152,0,110,105,219,174
0,193,172,212,152,0,110,105,220,175
0,193,172,212,152,0,110,105,220,175
0,193,172,212,151,0,110,104,218,174
0,193,172,212,152,0,110,104,218,174
0,192,132,192,136,0,110,105,219,175
0,193,172,212,152,1,110,104,218,174
0,193,172,212,152,0,110,106,220,175
0,193,172,212,152,0,110,105,220,175
0,193,172,212,152,0,110,105,220,174
0,193,172,212,152,0,110,105,220,175
0,193,172,212,152,0,110,104,218,173
0,193,172,212,152,0,110,105,219,174
0,193,172,212,152,0,110,105,218,174
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,0,110,105,219,174
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,0,110,105,220,175
0,193,172,212,152,0,110,105,220,174
0,192,172,212,151,0,110,105,220,174
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,1,110,104,218,174
0,192,172,212,152,0,110,104,218,174
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,0,110,105,219,174
0,192,172,212,152,1,110,104,218,173
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,0,110,106,221,175
0,192,172,212,152,1,110,105,219,174
0,192,172,212,151,0,110,105,220,175
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,1,110,104,218,173
0,192,172,212,152,0,110,104,218,173
0,192,172,212,152,1,110,105,219,174
0,192,172,212,152,0,110,104,218,173
0,192,172,212,151,0,110,106,219,175
0,192,172,212,152,0,110,104,218,173
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,0,110,105,221,175
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,0,110,105,219,175
0,192,172,212,151,0,110,104,218,173
0,192,172,212,152,1,110,105,218,173
0,192,172,212,152,1,110,104,218,174
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,0,110,104,218,174
0,192,172,212,151,0,110,105,219,173
0,192,172,212,151,0,110,104,218,174
0,192,172,212,151,0,110,105,220,174
0,192,172,212,151,0,110,105,219,175
0,192,172,212,151,0,38,32,200,132
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,1,110,104,218,173
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,0,110,105,220,175
0,192,172,212,152,0,110,104,218,174
